Municipio;CodIBGE;UF;pop;ind1;nota1;ind2;nota2;ind3;nota3;classifica_CAPAG
Prefeitura Municipal de Apuí - AM;1300144;AM;21031;0,7279 ;B;0,9193 ;B;0,1084 ;A;B
Prefeitura Municipal de Piúma - ES;3204203;ES;21030;;;0,9666 ;C;1,3706 ;C;
Prefeitura Municipal de Muzambinho - MG;3144102;MG;21026;0,0118 ;A;;;;;
Prefeitura Municipal de São José do Vale do Rio Preto - RJ;3305158;RJ;21017;0,1353 ;A;;;1,0274 ;C;
Prefeitura Municipal de Aripuanã - MT;5101407;MT;21011;0,0086 ;A;0,8378 ;A;0,2011 ;A;A
Prefeitura Municipal de Paraibano - MA;2107704;MA;21008;;;0,8765 ;A;0,9724 ;A;
Prefeitura Municipal de Pio XII - MA;2108702;MA;21007;;;1,1001 ;C;;;
Prefeitura Municipal de Guará - SP;3517703;SP;20997;0,1602 ;A;0,9357 ;B;1,0663 ;C;C
Prefeitura Municipal de Paraisópolis - MG;3147303;MG;20983;0,0291 ;A;0,9591 ;C;;;
Prefeitura Municipal de Monte Alegre de Minas - MG;3142809;MG;20979;0,0701 ;A;0,9192 ;B;0,2280 ;A;B
Prefeitura Municipal de Nova Granada - SP;3533007;SP;20896;0,0131 ;A;0,9844 ;C; -   ;;
Prefeitura Municipal de Lambari - MG;3137809;MG;20870;0,0798 ;A;0,9645 ;C;0,3440 ;A;C
Prefeitura Municipal de Barreira - CE;2301950;CE;20835;0,2144 ;A;0,9226 ;B;;;
Prefeitura Municipal de Rolante - RS;4316006;RS;20819;0,1141 ;A;0,8780 ;A;1,9375 ;C;C
Prefeitura Municipal de São Vicente Ferrer - MA;2111706;MA;20800;;;;;;;
Prefeitura Municipal de Ubaíra - BA;2932101;BA;20793;0,1555 ;A;0,9445 ;B;0,0169 ;A;B
Prefeitura Municipal de Barroso - MG;3105905;MG;20790;0,0914 ;A;1,0171 ;C;;;
Prefeitura Municipal de Vazante - MG;3171006;MG;20784;0,0492 ;A;0,9211 ;B;0,0239 ;A;B
Prefeitura Municipal de Quiterianópolis - CE;2311264;CE;20777;0,0182 ;A;0,9379 ;B;;;
Prefeitura Municipal de Canto do Buriti - PI;2202307;PI;20770;0,0632 ;A;1,1522 ;C;0,0961 ;A;C
Prefeitura Municipal de Andirá - PR;4101101;PR;20769;0,5418 ;A;0,8929 ;A;0,0155 ;A;A
Prefeitura Municipal de Piratini - RS;4314605;RS;20757;0,0407 ;A;0,9399 ;B;0,1310 ;A;B
Prefeitura Municipal de Madre de Deus - BA;2919926;BA;20689;0,2397 ;A;0,9688 ;C;0,3915 ;A;C
Prefeitura Municipal de Manari - PE;2609154;PE;20681;0,0106 ;A;1,0375 ;C;0,3581 ;A;C
Prefeitura Municipal de Belém do São Francisco - PE;2601607;PE;20672;0,0621 ;A;1,0524 ;C;0,3908 ;A;C
Prefeitura Municipal de São José da Coroa Grande - PE;2613404;PE;20654;0,0479 ;A;0,9950 ;C;84,7805 ;C;C
Prefeitura Municipal de Ubaitaba - BA;2932200;BA;20646;0,3115 ;A;1,0174 ;C;0,9321 ;A;C
Prefeitura Municipal de Nova Xavantina - MT;5106257;MT;20639;0,0578 ;A;0,8459 ;A;-1,3464 ;C;C
Prefeitura Municipal de Itaquiraí - MS;5004601;MS;20637;0,1292 ;A;0,8956 ;A;-0,1251 ;C;C
Prefeitura Municipal de Caraúbas - RN;2402303;RN;20636;0,4196 ;A;0,9835 ;C;1,6889 ;C;C
Prefeitura Municipal de Paulo Ramos - MA;2108108;MA;20635;;;1,0856 ;C; -   ;;
Prefeitura Municipal de Nhamundá - AM;1303007;AM;20633;0,1087 ;A;0,8971 ;A;-0,1389 ;C;C
Prefeitura Municipal de Mirador - MA;2106706;MA;20613;;;0,9822 ;C;;;
Prefeitura Municipal de Alagoa Nova - PB;2500403;PB;20596;;;1,0059 ;C;0,5694 ;A;
Prefeitura Municipal de Nova Olinda do Maranhão - MA;2107357;MA;20588;0,0037 ;A;;;;;
Prefeitura Municipal de Araçariguama - SP;3502754;SP;20581;0,0081 ;A;0,9682 ;C;7,5120 ;C;C
Prefeitura Municipal de Valença do Piauí - PI;2211308;PI;20579;0,0140 ;A;1,0661 ;C;;;
Prefeitura Municipal de Alto Paraíso - RO;1100403;RO;20569;0,0255 ;A;0,9105 ;B;0,0082 ;A;B
Prefeitura Municipal de Tibagi - PR;4127502;PR;20562;0,0454 ;A;0,8320 ;A;0,2908 ;A;A
Prefeitura Municipal de Itanhém - BA;2916005;BA;20554;0,3420 ;A;0,9604 ;C; -   ;;
Prefeitura Municipal de Nova Petrópolis - RS;4313201;RS;20549;0,0154 ;A;0,9557 ;C;0,1427 ;A;C
Prefeitura Municipal de Caracaraí - RR;1400209;RR;20537;0,6457 ;B;;;;;
Prefeitura Municipal de Itatira - CE;2306603;CE;20484;0,4947 ;A;0,9591 ;C;;;
Prefeitura Municipal de Canarana - MT;5102702;MT;20461;0,0173 ;A;0,9187 ;B;11,0996 ;C;C
Prefeitura Municipal de Pindoretama - CE;2310852;CE;20430;0,3634 ;A;0,9901 ;C;;;
Prefeitura Municipal de Água Branca - AL;2700102;AL;20422;0,2543 ;A;0,9475 ;B;0,7989 ;A;B
Prefeitura Municipal de Miracatu - SP;3529906;SP;20409;0,0638 ;A;0,9839 ;C;9,0388 ;C;C
Prefeitura Municipal de Nova Hartz - RS;4313060;RS;20405;0,2372 ;A;0,8637 ;A;0,4170 ;A;A
Prefeitura Municipal de Santa Maria das Barreiras - PA;1506583;PA;20396;0,0064 ;A;0,9809 ;C;0,0180 ;A;C
Prefeitura Municipal de Terenos - MS;5008008;MS;20387;0,0409 ;A;0,8954 ;A;0,0234 ;A;A
Prefeitura Municipal de Fundão - ES;3202207;ES;20376;0,1062 ;A;0,9237 ;B;2,2372 ;C;C
Prefeitura Municipal de Sátiro Dias - BA;2929701;BA;20376;0,6940 ;B;0,9466 ;B;0,8208 ;A;B
Prefeitura Municipal de Silvânia - GO;5220603;GO;20357;0,0455 ;A;0,9821 ;C;2,4045 ;C;C
Prefeitura Municipal de Guapiaçu - SP;3517505;SP;20340;0,0029 ;A;0,8883 ;A;0,5178 ;A;A
Prefeitura Municipal de Cuité - PB;2505105;PB;20337;0,2716 ;A;0,9016 ;B;0,2255 ;A;B
Prefeitura Municipal de Siqueira Campos - PR;4126603;PR;20303;0,0831 ;A;0,8936 ;A;;;
Prefeitura Municipal de Lajinha - MG;3137700;MG;20301;0,1445 ;A;0,9198 ;B;0,2111 ;A;B
Prefeitura Municipal de Ibirubá - RS;4310009;RS;20300;0,0391 ;A;0,8625 ;A;0,1045 ;A;A
Prefeitura Municipal de Imbé - RS;4310330;RS;20294;0,4511 ;A;0,8847 ;A;1,0216 ;C;C
Prefeitura Municipal de Riacho das Almas - PE;2611705;PE;20286;0,1642 ;A;1,0062 ;C;11,2179 ;C;C
Prefeitura Municipal de São João Batista - MA;2111003;MA;20272;;;;;;;
Prefeitura Municipal de Catarina - CE;2303600;CE;20269;0,3816 ;A;0,9082 ;B;;;
Prefeitura Municipal de Araruna - PB;2501005;PB;20237;0,6420 ;B;0,9749 ;C;13,3052 ;C;C
Prefeitura Municipal de Vertentes - PE;2616209;PE;20222;0,0465 ;A;0,8314 ;A;0,1059 ;A;A
Prefeitura Municipal de Nova Alvorada do Sul - MS;5006002;MS;20217;0,2065 ;A;0,8772 ;A;0,3737 ;A;A
Prefeitura Municipal de Junqueirópolis - SP;3526001;SP;20211;0,0274 ;A;0,9477 ;B;0,4488 ;A;B
Prefeitura Municipal de Itarantim - BA;2916807;BA;20206;;;;;50,0125 ;C;
Prefeitura Municipal de São João do Piauí - PI;2210003;PI;20206;0,1461 ;A;0,9074 ;B;;;
Prefeitura Municipal de Fonte Boa - AM;1301605;AM;20199;0,0488 ;A;0,9946 ;C;0,5975 ;A;C
Prefeitura Municipal de Paulistana - PI;2207801;PI;20198;0,1273 ;A;0,9457 ;B;0,1905 ;A;B
Prefeitura Municipal de Pradópolis - SP;3540903;SP;20169;0,0034 ;A;0,9155 ;B;9,2697 ;C;C
Prefeitura Municipal de Arroio do Meio - RS;4301008;RS;20162;0,0082 ;A;0,9165 ;B;0,1232 ;A;B
Prefeitura Municipal de Porto Grande - AP;1600535;AP;20143;;;1,8766 ;C;0,0450 ;A;
Prefeitura Municipal de Hidrolândia - CE;2305209;CE;20136;0,1795 ;A;0,9985 ;C;;;
Prefeitura Municipal de Major Isidoro - AL;2704401;AL;20126;0,2082 ;A;0,9770 ;C;;;
Prefeitura Municipal de Salgado - SE;2806206;SE;20126;0,0828 ;A;0,9592 ;C;206,7220 ;C;C
Prefeitura Municipal de Hidrolândia - GO;5209705;GO;20121;0,0309 ;A;;;1,0076 ;C;
Prefeitura Municipal de Castilho - SP;3511003;SP;20120;;;0,9675 ;C;;;
Prefeitura Municipal de Cachoeirinha - PE;2603108;PE;20082;0,2414 ;A;0,8681 ;A;39,1981 ;C;C
Prefeitura Municipal de Santa Bárbara do Pará - PA;1506351;PA;20077;0,0406 ;A;0,8936 ;A;1,7304 ;C;C
Prefeitura Municipal de Padre Paraíso - MG;3146305;MG;20076;0,0432 ;A;0,9419 ;B;1,3019 ;C;C
Prefeitura Municipal de Divino - MG;3122009;MG;20074;0,1838 ;A;0,9195 ;B; -   ;;
Prefeitura Municipal de São José de Piranhas - PB;2514503;PB;20062;1,1829 ;B;0,9238 ;B;0,0962 ;A;B
Prefeitura Municipal de Santo Antônio do Sudoeste - PR;4124400;PR;20059;0,1220 ;A;#NÚM!;C;27,2393 ;C;C
Prefeitura Municipal de Campina Verde - MG;3111101;MG;20052;0,1436 ;A;0,9087 ;B;;;
Prefeitura Municipal de Araçoiaba - PE;2601052;PE;20046;0,6905 ;B;0,9446 ;B;0,0378 ;A;B
Prefeitura Municipal de Júlio de Castilhos - RS;4311205;RS;20032;0,0753 ;A;0,8395 ;A;0,1178 ;A;A
Prefeitura Municipal de Riachão do Dantas - SE;2805802;SE;19995;0,9127 ;B;0,9981 ;C;1.221,7283 ;C;C
Prefeitura Municipal de Capoeiras - PE;2603801;PE;19994;0,0433 ;A;1,0013 ;C;53,5531 ;C;C
Prefeitura Municipal de Mazagão - AP;1600402;AP;19981;0,0019 ;A;;;0,0137 ;A;
Prefeitura Municipal de Itatinga - SP;3523503;SP;19951;0,0143 ;A;0,8401 ;A;1,2964 ;C;C
Prefeitura Municipal de Abaré - BA;2900207;BA;19939;0,0062 ;A;;;2,1712 ;C;
Prefeitura Municipal de Rubiataba - GO;5218904;GO;19914;0,1286 ;A;1,0568 ;C;-0,3400 ;C;C
Prefeitura Municipal de Chopinzinho - PR;4105409;PR;19911;0,0525 ;A;0,9200 ;B;0,0849 ;A;B
Prefeitura Municipal de Itapiúna - CE;2306504;CE;19872;0,6393 ;B;0,9285 ;B;5,6473 ;C;C
Prefeitura Municipal de Regente Feijó - SP;3542404;SP;19860;0,2957 ;A;0,9834 ;C;;;
Prefeitura Municipal de Carlos Chagas - MG;3113701;MG;19857;0,1134 ;A;0,9661 ;C;4,2804 ;C;C
Prefeitura Municipal de Wenceslau Braz - PR;4128500;PR;19852;0,0687 ;A;0,9208 ;B;5,7181 ;C;C
Prefeitura Municipal de Encruzilhada - BA;2910404;BA;19837;0,3874 ;A;0,9475 ;B;;;
Prefeitura Municipal de Costa Rica - MS;5003256;MS;19835;;;0,8186 ;A;0,1602 ;A;
Prefeitura Municipal de Cândido Mendes - MA;2102606;MA;19827;0,0014 ;A;0,9850 ;C; -   ;;
Prefeitura Municipal de Anagé - BA;2901205;BA;19824;0,5735 ;A;1,1040 ;C;0,7339 ;A;C
Prefeitura Municipal de Riachão - MA;2109502;MA;19771;0,0542 ;A;0,9659 ;C; -   ;;
Prefeitura Municipal de Anori - AM;1300102;AM;19749;0,6196 ;B;1,1079 ;C;0,3007 ;A;C
Prefeitura Municipal de Capela do Alto - SP;3510302;SP;19747;0,0467 ;A;0,9147 ;B;;;
Prefeitura Municipal de Porto Belo - SC;4213500;SC;19744;0,0508 ;A;0,8862 ;A;0,1655 ;A;A
Prefeitura Municipal de Alpinópolis - MG;3101904;MG;19741;0,0269 ;A;0,9586 ;C;;;
Prefeitura Municipal de Aragarças - GO;5201702;GO;19736;0,6900 ;B;0,9274 ;B;;;
Prefeitura Municipal de Mairi - BA;2920106;BA;19736;0,3559 ;A;0,8265 ;A;5,5081 ;C;C
Prefeitura Municipal de Cantagalo - RJ;3301108;RJ;19727;;;0,8940 ;A;0,6012 ;A;
Prefeitura Municipal de Varzelândia - MG;3170909;MG;19712;0,1214 ;A;1,0080 ;C;33,7149 ;C;C
Prefeitura Municipal de Comodoro - MT;5103304;MT;19702;0,0700 ;A;0,9467 ;B;0,0687 ;A;B
Prefeitura Municipal de São Francisco do Guaporé - RO;1101492;RO;19694;0,0455 ;A;0,8992 ;A;;;
Prefeitura Municipal de Utinga - BA;2932804;BA;19688;0,2913 ;A;0,9545 ;C;1,5605 ;C;C
Prefeitura Municipal de Campos Belos - GO;5204904;GO;19665;0,1710 ;A;0,9665 ;C;0,6520 ;A;C
Prefeitura Municipal de Buri - SP;3508009;SP;19655;0,2052 ;A;0,8255 ;A;0,6122 ;A;A
Prefeitura Municipal de Santa Vitória - MG;3159803;MG;19646;0,1671 ;A;0,9378 ;B;1,6269 ;C;C
Prefeitura Municipal de Madalena - CE;2307635;CE;19616;0,5094 ;A;1,0180 ;C;;;
Prefeitura Municipal de Turmalina - MG;3169703;MG;19612;0,0523 ;A;0,9812 ;C;3,9691 ;C;C
Prefeitura Municipal de Ipanema - MG;3131208;MG;19603;0,2643 ;A;0,9507 ;C;3,9347 ;C;C
Prefeitura Municipal de Umirim - CE;2313757;CE;19602;0,3493 ;A;1,0296 ;C;0,6994 ;A;C
Prefeitura Municipal de Presidente Olegário - MG;3153400;MG;19599;0,0008 ;A;1,0087 ;C;0,8642 ;A;C
Prefeitura Municipal de São Gabriel - BA;2929255;BA;19594;0,2984 ;A;0,9027 ;B; -   ;;
Prefeitura Municipal de Ibicoara - BA;2912202;BA;19578;0,1424 ;A;0,8564 ;A;1,0000 ;C;C
Prefeitura Municipal de Icapuí - CE;2305357;CE;19554;0,5406 ;A;0,9585 ;C;0,8729 ;A;C
Prefeitura Municipal de Paranapanema - SP;3535804;SP;19545;0,0946 ;A;0,8692 ;A;0,2215 ;A;A
Prefeitura Municipal de Magalhães de Almeida - MA;2106300;MA;19532;0,0523 ;A;;; -   ;;
Prefeitura Municipal de Simonésia - MG;3167608;MG;19530;0,1412 ;A;0,9613 ;C;2,3043 ;C;C
Prefeitura Municipal de Boa Vista do Tupim - BA;2903805;BA;19516;0,0437 ;A;0,9582 ;C; -   ;;
Prefeitura Municipal de Rio Verde de Mato Grosso - MS;5007406;MS;19515;0,3477 ;A;0,9237 ;B;-0,0227 ;C;C
Prefeitura Municipal de Floresta do Araguaia - PA;1503044;PA;19508;0,0046 ;A;1,1709 ;C;;;
Prefeitura Municipal de Ituaçu - BA;2917201;BA;19494;0,2556 ;A;0,9693 ;C;;;
Prefeitura Municipal de Manga - MG;3139300;MG;19494;0,2999 ;A;0,9636 ;C;0,6050 ;A;C
Prefeitura Municipal de Pauini - AM;1303502;AM;19488;0,0600 ;A;0,9560 ;C;0,1578 ;A;C
Prefeitura Municipal de Pariquera-Açu - SP;3536208;SP;19465;0,0296 ;A;0,8965 ;A;0,0429 ;A;A
Prefeitura Municipal de Schroeder - SC;4217402;SC;19463;0,0359 ;A;0,9107 ;B;0,1391 ;A;B
Prefeitura Municipal de Cocos - BA;2908101;BA;19449;0,2608 ;A;0,9790 ;C;19,0182 ;C;C
Prefeitura Municipal de Buriti dos Lopes - PI;2202000;PI;19441;0,3416 ;A;0,9250 ;B;3,3827 ;C;C
Prefeitura Municipal de Antonina - PR;4101200;PR;19418;0,1491 ;A;7,5703 ;C;-0,3459 ;C;C
Prefeitura Municipal de Águas Formosas - MG;3100906;MG;19416;0,1813 ;A;0,9600 ;C;0,9566 ;A;C
Prefeitura Municipal de Castelo do Piauí - PI;2202604;PI;19410;-0,0032 ;A;1,0112 ;C; -   ;;
Prefeitura Municipal de São Simão - GO;5220405;GO;19407;0,4836 ;A;1,0251 ;C;-1,0652 ;C;C
Prefeitura Municipal de São José do Rio Claro - MT;5107305;MT;19395;;;0,9453 ;B;;;
Prefeitura Municipal de Coaraci - BA;2908002;BA;19383;1,6912 ;C;0,9424 ;B;0,9914 ;A;B
Prefeitura Municipal de Antas - BA;2901601;BA;19382;0,7298 ;B;0,9282 ;B;74,9098 ;C;C
Prefeitura Municipal de São Francisco de Assis - RS;4318101;RS;19382;0,1370 ;A;0,8950 ;A;0,6059 ;A;A
Prefeitura Municipal de Carnaíba - PE;2603900;PE;19380;0,1696 ;A;0,9362 ;B;4,0004 ;C;C
Prefeitura Municipal de Sengés - PR;4126306;PR;19373;0,0185 ;A;0,9035 ;B;0,1945 ;A;B
Prefeitura Municipal de Remígio - PB;2512705;PB;19368;0,1763 ;A;0,9252 ;B;1,4009 ;C;C
Prefeitura Municipal de Capanema - PR;4104501;PR;19364;0,0226 ;A;0,9253 ;B;2,6442 ;C;C
Prefeitura Municipal de Guaranésia - MG;3128303;MG;19360;0,1489 ;A;1,0256 ;C;3,1227 ;C;C
Prefeitura Municipal de Palmeirândia - MA;2107605;MA;19359;0,0590 ;A;0,9193 ;B;0,4391 ;A;B
Prefeitura Municipal de Cocalzinho de Goiás - GO;5205513;GO;19352;0,0212 ;A;0,9427 ;B;0,4929 ;A;B
Prefeitura Municipal de Santa Luzia do Pará - PA;1506559;PA;19348;0,0034 ;A;;;;;
Prefeitura Municipal de Umburanas - BA;2932457;BA;19343;0,0733 ;A;;;;;
Prefeitura Municipal de Miracema do Tocantins - TO;1713205;TO;19340;0,3499 ;A;1,0227 ;C;-96,5037 ;C;C
Prefeitura Municipal de Rio Bananal - ES;3204351;ES;19321;0,0212 ;A;0,7453 ;A;0,3692 ;A;A
Prefeitura Municipal de Baependi - MG;3104908;MG;19315;0,0915 ;A;0,9538 ;C;8,0974 ;C;C
Prefeitura Municipal de Montanha - ES;3203502;ES;19309;0,0404 ;A;0,9447 ;B;-0,2770 ;C;C
Prefeitura Municipal de Jaboticatubas - MG;3134608;MG;19305;0,0084 ;A;0,9916 ;C;-0,0084 ;C;C
Prefeitura Municipal de Cerqueira César - SP;3511409;SP;19304;0,2404 ;A;0,9339 ;B;1,8748 ;C;C
Prefeitura Municipal de Jussara - GO;5212204;GO;19292;0,1032 ;A;0,9557 ;C;0,2484 ;A;C
Prefeitura Municipal de Horizontina - RS;4309605;RS;19286;0,0259 ;A;0,8260 ;A;-0,4128 ;C;C
Prefeitura Municipal de Juquiá - SP;3526100;SP;19274;0,1927 ;A;0,9514 ;C;3,2439 ;C;C
Prefeitura Municipal de Buerarema - BA;2904704;BA;19269;1,4024 ;B;1,2739 ;C;;;
Prefeitura Municipal de Monte Azul Paulista - SP;3531506;SP;19268;0,1430 ;A;0,9435 ;B;;;
Prefeitura Municipal de Jaguaruna - SC;4208807;SC;19254;0,0567 ;A;0,9795 ;C;3,8515 ;C;C
Prefeitura Municipal de Afrânio - PE;2600203;PE;19225;0,1605 ;A;0,9364 ;B;1,3738 ;C;C
Prefeitura Municipal de Jijoca de Jericoacoara - CE;2307254;CE;19224;0,1468 ;A;0,9437 ;B;3,6354 ;C;C
Prefeitura Municipal de Aporá - BA;2901908;BA;19223;0,4146 ;A;0,9602 ;C;0,0667 ;A;C
Prefeitura Municipal de Nova Olímpia - MT;5106232;MT;19218;0,0012 ;A;0,8433 ;A;;;
Prefeitura Municipal de Fátima do Sul - MS;5003801;MS;19200;0,1964 ;A;0,9459 ;B;0,4161 ;A;B
Prefeitura Municipal de Cabaceiras do Paraguaçu - BA;2904852;BA;19199;0,3225 ;A;0,9342 ;B;0,8117 ;A;B
Prefeitura Municipal de Chorozinho - CE;2303956;CE;19194;0,3593 ;A;0,9005 ;B;0,0339 ;A;B
Prefeitura Municipal de Aroeiras - PB;2501302;PB;19178;;;0,9376 ;B;6,5496 ;C;
Prefeitura Municipal de Malacacheta - MG;3139201;MG;19173;0,0860 ;A;0,9828 ;C;;;
Prefeitura Municipal de Olho d'Água das Cunhãs - MA;2107407;MA;19145;0,3557 ;A;1,0384 ;C;1,2913 ;C;C
Prefeitura Municipal de Envira - AM;1301506;AM;19143;0,2304 ;A;0,9188 ;B;;;
Prefeitura Municipal de Pastos Bons - MA;2108009;MA;19140;0,0229 ;A;0,9805 ;C;0,9930 ;A;C
Prefeitura Municipal de Morros - MA;2107100;MA;19116;0,4147 ;A;1,0100 ;C;0,4586 ;A;C
Prefeitura Municipal de Pinhalzinho - SC;4212908;SC;19105;0,0217 ;A;0,8866 ;A;0,0186 ;A;A
Prefeitura Municipal de Engenheiro Coelho - SP;3515152;SP;19059;0,1753 ;A;0,9468 ;B;1,3573 ;C;C
Prefeitura Municipal de Iati - PE;2606507;PE;19056;0,0712 ;A;1,1550 ;C; -   ;;
Prefeitura Municipal de Serrita - PE;2614006;PE;19049;0,2486 ;A;1,1180 ;C;6,8912 ;C;C
Prefeitura Municipal de Três Barras - SC;4218301;SC;19046;0,1084 ;A;0,8810 ;A;0,2567 ;A;A
Prefeitura Municipal de Cajari - MA;2102507;MA;19030;0,0447 ;A;0,9002 ;B; -   ;;
Prefeitura Municipal de Ervália - MG;3124005;MG;19015;0,7026 ;B;1,0280 ;C;4,5349 ;C;C
Prefeitura Municipal de Papanduva - SC;4212205;SC;19015;0,1065 ;A;0,8689 ;A;1,7263 ;C;C
Prefeitura Municipal de Neópolis - SE;2804409;SE;18956;0,4625 ;A;0,9907 ;C;5,4809 ;C;C
Prefeitura Municipal de Macarani - BA;2919702;BA;18954;0,7666 ;B;;;;;
Prefeitura Municipal de Arroio Grande - RS;4301305;RS;18935;0,1229 ;A;0,8988 ;A;0,3840 ;A;A
Prefeitura Municipal de Cafarnaum - BA;2905305;BA;18917;0,2019 ;A;0,9672 ;C;0,2048 ;A;C
Prefeitura Municipal de Chapada dos Guimarães - MT;5103007;MT;18906;0,3196 ;A;0,9652 ;C; -   ;;
Prefeitura Municipal de Conceição - PB;2504405;PB;18903;0,9336 ;B;0,9798 ;C;0,2315 ;A;C
Prefeitura Municipal de Ampére - PR;4101002;PR;18886;0,1222 ;A;0,9032 ;B;2,2697 ;C;C
Prefeitura Municipal de Borda da Mata - MG;3108305;MG;18873;0,0417 ;A;0,9797 ;C;6,1022 ;C;C
Prefeitura Municipal de Cruz Machado - PR;4106803;PR;18858;0,0723 ;A;0,9745 ;C;;;
Prefeitura Municipal de Jaguaripe - BA;2917805;BA;18849;0,1570 ;A;0,9291 ;B;30,1297 ;C;C
Prefeitura Municipal de Porto Real - RJ;3304110;RJ;18829;0,1610 ;A;1,0235 ;C;7,9295 ;C;C
Prefeitura Municipal de Muniz Freire - ES;3203700;ES;18826;0,2782 ;A;1,0082 ;C;0,5288 ;A;C
Prefeitura Municipal de Matipó - MG;3140902;MG;18816;0,2034 ;A;1,0574 ;C;4,2036 ;C;C
Prefeitura Municipal de Carmópolis de Minas - MG;3114501;MG;18812;0,0579 ;A;0,9484 ;B;0,1312 ;A;B
Prefeitura Municipal de Cariús - CE;2303303;CE;18807;0,3828 ;A;0,7952 ;A;;;
Prefeitura Municipal de Farias Brito - CE;2304301;CE;18789;0,0170 ;A;0,8619 ;A;0,7583 ;A;A
Prefeitura Municipal de Reriutaba - CE;2311702;CE;18769;0,3196 ;A;0,9790 ;C;;;
Prefeitura Municipal de Itapoá - SC;4208450;SC;18749;;;0,7871 ;A;0,0277 ;A;
Prefeitura Municipal de Jaicós - PI;2205201;PI;18725;0,2026 ;A;1,1141 ;C;9,0393 ;C;C
Prefeitura Municipal de Formoso do Araguaia - TO;1708205;TO;18713;0,0742 ;A;1,0745 ;C;;;
Prefeitura Municipal de Tejuçuoca - CE;2313351;CE;18709;0,1608 ;A;0,8764 ;A;;;
Prefeitura Municipal de Picuí - PB;2511400;PB;18704;0,0072 ;A;0,9849 ;C;-1,0250 ;C;C
Prefeitura Municipal de Passagem Franca - MA;2107902;MA;18699;;;1,1931 ;C;;;
Prefeitura Municipal de Cariré - CE;2303105;CE;18653;0,0967 ;A;0,8966 ;A;;;
Prefeitura Municipal de Colorado do Oeste - RO;1100064;RO;18639;0,0365 ;A;0,9320 ;B;;;
Prefeitura Municipal de Inhapi - AL;2703304;AL;18637;0,1008 ;A;0,9346 ;B;1,5102 ;C;C
Prefeitura Municipal de Tonantins - AM;1304237;AM;18632;;;0,9237 ;B;;;
Prefeitura Municipal de Presidente Sarney - MA;2109270;MA;18615;;;0,8074 ;A;;;
Prefeitura Municipal de Mirangaba - BA;2921401;BA;18588;0,1209 ;A;0,9811 ;C;;;
Prefeitura Municipal de Beruri - AM;1300631;AM;18579;0,1556 ;A;0,9406 ;B;0,0522 ;A;B
Prefeitura Municipal de Quitandinha - PR;4121208;PR;18578;0,0337 ;A;1,3694 ;C;6,5631 ;C;C
Prefeitura Municipal de Ibirama - SC;4206900;SC;18567;0,0253 ;A;0,9331 ;B;0,2519 ;A;B
Prefeitura Municipal de Ibipeba - BA;2912400;BA;18563;0,2198 ;A;1,2177 ;C;1,3127 ;C;C
Prefeitura Municipal de Santo Antônio do Amparo - MG;3159902;MG;18553;0,2292 ;A;0,9355 ;B;0,6310 ;A;B
Prefeitura Municipal de São Raimundo das Mangabeiras - MA;2111607;MA;18548;;;;; -   ;;
Prefeitura Municipal de Viradouro - SP;3556800;SP;18542;0,0016 ;A;0,9239 ;B;;;
Prefeitura Municipal de São José dos Quatro Marcos - MT;5107107;MT;18536;0,0332 ;A;0,9778 ;C;-195,6414 ;C;C
Prefeitura Municipal de Itapororoca - PB;2507101;PB;18527;0,9866 ;B;0,9069 ;B;1,2512 ;C;C
Prefeitura Municipal de Dormentes - PE;2605152;PE;18510;0,3346 ;A;0,9758 ;C;;;
Prefeitura Municipal de Ribeirópolis - SE;2806008;SE;18503;0,4273 ;A;0,9719 ;C;4,7123 ;C;C
Prefeitura Municipal de Barão de Grajaú - MA;2101509;MA;18496;0,0001 ;A;0,9361 ;B;0,7103 ;A;B
Prefeitura Municipal de Jucurutu - RN;2406106;RN;18490;0,2756 ;A;0,9113 ;B;;;
Prefeitura Municipal de Maraã - AM;1302801;AM;18477;0,0033 ;A;0,9353 ;B;1,1756 ;C;C
Prefeitura Municipal de Japaratuba - SE;2803302;SE;18474;0,6184 ;B;0,9887 ;C;3,4445 ;C;C
Prefeitura Municipal de Fátima - BA;2910750;BA;18461;0,4331 ;A;0,9605 ;C;8,9575 ;C;C
Prefeitura Municipal de Pocinhos - PB;2512002;PB;18451;0,8233 ;B;0,9716 ;C;5,0050 ;C;C
Prefeitura Municipal de Itacarambi - MG;3132107;MG;18443;0,2057 ;A;0,9826 ;C;1,4014 ;C;C
Prefeitura Municipal de Camocim de São Félix - PE;2603504;PE;18440;0,0261 ;A;1,2826 ;C;11,1423 ;C;C
Prefeitura Municipal de Abadiânia - GO;5200100;GO;18427;0,1547 ;A;0,9327 ;B;;;
Prefeitura Municipal de São Luís Gonzaga do Maranhão - MA;2111409;MA;18421;0,0890 ;A;0,9672 ;C;;;
Prefeitura Municipal de Águas de Lindóia - SP;3500501;SP;18412;0,1207 ;A;0,9113 ;B;;;
Prefeitura Municipal de Luz - MG;3138807;MG;18400;0,1308 ;A;0,9415 ;B;0,0390 ;A;B
Prefeitura Municipal de Estrela de Alagoas - AL;2702553;AL;18373;0,3059 ;A;1,1603 ;C; -   ;;
Prefeitura Municipal de Piatã - BA;2924306;BA;18366;0,4553 ;A;0,8927 ;A;3,4708 ;C;C
Prefeitura Municipal de Serra Dourada - BA;2930303;BA;18352;0,1552 ;A;0,7548 ;A; -   ;;
